"BMI","GEO","UNIT","TIME","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"Overweight","Lithuania","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","60.5",""
"Overweight","Lithuania","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","54.8",""
"Overweight","Lithuania","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","45.0",""
"Overweight","Luxembourg","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","61.2",""
"Overweight","Luxembourg","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","51.5",""
"Overweight","Luxembourg","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","56.0",""
"Overweight","Luxembourg","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","40.8",""
"Overweight","Luxembourg","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","49.2",""
"Overweight","Luxembourg","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","25.3",""
"Overweight","Luxembourg","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","56.0",""
"Overweight","Luxembourg","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","50.0",""
"Overweight","Luxembourg","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","64.9",""
"Overweight","Luxembourg","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","42.5",""
"Overweight","Luxembourg","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","50.7",""
"Overweight","Luxembourg","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","28.0",""
"Overweight","Hungary","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","49.2",""
"Overweight","Hungary","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","52.8",""
"Overweight","Hungary","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","63.4",""
"Overweight","Hungary","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","50.2",""
"Overweight","Hungary","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","63.6",""
"Overweight","Hungary","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","38.0",""
"Overweight","Hungary","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","49.3",""
"Overweight","Hungary","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","57.8",""
"Overweight","Hungary","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","69.7",""
"Overweight","Hungary","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","55.5",""
"Overweight","Hungary","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","65.8",""
"Overweight","Hungary","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","41.9",""
"Overweight","Malta","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","68.3",""
"Overweight","Malta","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","60.4",""
"Overweight","Malta","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","63.6",""
"Overweight","Malta","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","39.3",""
"Overweight","Malta","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","59.7",""
"Overweight","Malta","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","45.0",""
"Overweight","Malta","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","74.5",""
"Overweight","Malta","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","67.1",""
"Overweight","Malta","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","63.1",""
"Overweight","Malta","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","47.5",""
"Overweight","Malta","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","66.6",""
"Overweight","Malta","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","45.0",""
"Overweight","Netherlands","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","48.7",""
"Overweight","Netherlands","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","49.5",""
"Overweight","Netherlands","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","55.4",""
"Overweight","Netherlands","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","43.5",""
"Overweight","Netherlands","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","47.5",""
"Overweight","Netherlands","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","36.3",""
"Overweight","Netherlands","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","54.6",""
"Overweight","Netherlands","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","48.9",""
"Overweight","Netherlands","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","54.8",""
"Overweight","Netherlands","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","46.5",""
"Overweight","Netherlands","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","47.2",""
"Overweight","Netherlands","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","34.4",""
"Overweight","Austria","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","48.9",""
"Overweight","Austria","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","50.5",""
"Overweight","Austria","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","58.5",""
"Overweight","Austria","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","39.2",""
"Overweight","Austria","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","52.1",""
"Overweight","Austria","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","24.2",""
"Overweight","Austria","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","56.8",""
"Overweight","Austria","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","55.0",""
"Overweight","Austria","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","62.6",""
"Overweight","Austria","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","44.5",""
"Overweight","Austria","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","55.4",""
"Overweight","Austria","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","30.8",""
"Overweight","Poland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","46.3",""
"Overweight","Poland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","51.7",""
"Overweight","Poland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","66.7",""
"Overweight","Poland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","49.7",""
"Overweight","Poland","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","61.7",""
"Overweight","Poland","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","32.6",""
"Overweight","Poland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","47.0",""
"Overweight","Poland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","51.8",""
"Overweight","Poland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","70.0",""
"Overweight","Poland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","54.8",""
"Overweight","Poland","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","63.5",""
"Overweight","Poland","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","36.0",""
"Overweight","Portugal","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","59.6",""
"Overweight","Portugal","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","58.7",""
"Overweight","Portugal","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","48.5",""
"Overweight","Portugal","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","36.4",""
"Overweight","Portugal","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","50.7",""
"Overweight","Portugal","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","29.8",""
"Overweight","Portugal","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","64.8",""
"Overweight","Portugal","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","61.1",""
"Overweight","Portugal","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","55.0",""
"Overweight","Portugal","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","40.8",""
"Overweight","Portugal","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","47.3",""
"Overweight","Portugal","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","31.8",""
"Overweight","Romania","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","54.2",""
"Overweight","Romania","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","53.4",""
"Overweight","Romania","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","64.6",""
"Overweight","Romania","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","46.8",""
"Overweight","Romania","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","58.6",""
"Overweight","Romania","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","31.7",""
"Overweight","Romania","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","53.3",""
"Overweight","Romania","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","52.3",""
"Overweight","Romania","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","69.1",""
"Overweight","Romania","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","51.3",""
"Overweight","Romania","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","63.1",""
"Overweight","Romania","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","32.1",""
"Overweight","Slovenia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","51.8",""
"Overweight","Slovenia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","60.8",""
"Overweight","Slovenia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","67.5",""
"Overweight","Slovenia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","48.0",""
"Overweight","Slovenia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","60.6",""
"Overweight","Slovenia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","28.4",""
"Overweight","Slovenia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","55.8",""
"Overweight","Slovenia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","60.9",""
"Overweight","Slovenia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","74.6",""
"Overweight","Slovenia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","57.5",""
"Overweight","Slovenia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","63.7",""
"Overweight","Slovenia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","42.1",""
"Overweight","Slovakia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","48.0",""
"Overweight","Slovakia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","53.1",""
"Overweight","Slovakia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","66.2",""
"Overweight","Slovakia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","47.2",""
"Overweight","Slovakia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","54.4",""
"Overweight","Slovakia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","30.5",""
"Overweight","Slovakia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","47.5",""
"Overweight","Slovakia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","57.8",""
"Overweight","Slovakia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","70.0",""
"Overweight","Slovakia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","52.9",""
"Overweight","Slovakia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","62.2",""
"Overweight","Slovakia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","36.0",""
"Overweight","Finland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","59.1",""
"Overweight","Finland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","54.9",""
"Overweight","Finland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","60.5",""
"Overweight","Finland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","48.6",""
"Overweight","Finland","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","62.1",""
"Overweight","Finland","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","42.7",""
"Overweight","Finland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","58.8",""
"Overweight","Finland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","57.1",""
"Overweight","Finland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","63.1",""
"Overweight","Finland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","56.0",""
"Overweight","Finland","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","60.2",""
"Overweight","Finland","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","51.3",""
"Overweight","Sweden","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","56.4",""
"Overweight","Sweden","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","48.1",""
"Overweight","Sweden","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","58.4",""
"Overweight","Sweden","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","47.7",""
"Overweight","Sweden","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","47.1",""
"Overweight","Sweden","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","36.3",""
"Overweight","Sweden","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","55.3",""
"Overweight","Sweden","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","49.0",""
"Overweight","Sweden","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","60.8",""
"Overweight","Sweden","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","49.7",""
"Overweight","Sweden","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","51.1",""
"Overweight","Sweden","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","38.6",""
"Overweight","Iceland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","53.0",""
"Overweight","Iceland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","48.1",""
"Overweight","Iceland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","68.2",""
"Overweight","Iceland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","50.9",""
"Overweight","Iceland","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","67.5",""
"Overweight","Iceland","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","42.9",""
"Overweight","Iceland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","66.6",""
"Overweight","Iceland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","53.7",""
"Overweight","Iceland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","71.9",""
"Overweight","Iceland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","52.2",""
"Overweight","Iceland","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","68.1",""
"Overweight","Iceland","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","49.9",""
"Overweight","Norway","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","53.7",""
"Overweight","Norway","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","41.7",""
"Overweight","Norway","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","61.2",""
"Overweight","Norway","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","44.2",""
"Overweight","Norway","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","55.0",""
"Overweight","Norway","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","35.2",""
"Overweight","Norway","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","55.1",""
"Overweight","Norway","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","41.1",""
"Overweight","Norway","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","61.4",""
"Overweight","Norway","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","49.1",""
"Overweight","Norway","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","53.2",""
"Overweight","Norway","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","38.5",""
"Overweight","United Kingdom","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","62.0",""
"Overweight","United Kingdom","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","60.4",""
"Overweight","United Kingdom","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","60.2",""
"Overweight","United Kingdom","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","50.7",""
"Overweight","United Kingdom","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","56.8",""
"Overweight","United Kingdom","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","45.5",""
"Overweight","United Kingdom","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total",":",""
"Overweight","United Kingdom","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total",":",""
"Overweight","United Kingdom","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total",":",""
"Overweight","United Kingdom","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total",":",""
"Overweight","United Kingdom","Percentage","2019","Tertiary education (levels 5-8)","Males","Total",":",""
"Overweight","United Kingdom","Percentage","2019","Tertiary education (levels 5-8)","Females","Total",":",""
"Overweight","Serbia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total",":",""
"Overweight","Serbia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total",":",""
"Overweight","Serbia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total",":",""
"Overweight","Serbia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total",":",""
"Overweight","Serbia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total",":",""
"Overweight","Serbia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total",":",""
"Overweight","Serbia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","52.0",""
"Overweight","Serbia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","54.8",""
"Overweight","Serbia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","63.7",""
"Overweight","Serbia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","43.0",""
"Overweight","Serbia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","62.3",""
"Overweight","Serbia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","33.7",""
"Overweight","Turkey","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","54.2",""
"Overweight","Turkey","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","58.4",""
"Overweight","Turkey","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","51.8",""
"Overweight","Turkey","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","35.1",""
"Overweight","Turkey","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","57.2",""
"Overweight","Turkey","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","30.2",""
"Overweight","Turkey","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","60.2",""
"Overweight","Turkey","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","67.9",""
"Overweight","Turkey","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","52.0",""
"Overweight","Turkey","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","39.7",""
"Overweight","Turkey","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","59.4",""
"Overweight","Turkey","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","32.7",""
