"N_PORTION","GEO","UNIT","TIME","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"5 portions or more","France","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","23.4",""
"5 portions or more","France","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","16.3",""
"5 portions or more","France","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","27.5",""
"5 portions or more","Croatia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","6.0",""
"5 portions or more","Croatia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","5.9",""
"5 portions or more","Croatia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","5.9",""
"5 portions or more","Croatia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","8.1",""
"5 portions or more","Croatia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","6.8",""
"5 portions or more","Croatia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","9.9",""
"5 portions or more","Croatia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","6.5",""
"5 portions or more","Croatia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","10.3",""
"5 portions or more","Croatia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","10.2",""
"5 portions or more","Croatia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","10.1",""
"5 portions or more","Croatia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","9.8",""
"5 portions or more","Croatia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","10.4",""
"5 portions or more","Italy","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","8.9",""
"5 portions or more","Italy","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","12.7",""
"5 portions or more","Italy","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","9.2",""
"5 portions or more","Italy","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","14.2",""
"5 portions or more","Italy","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","12.6",""
"5 portions or more","Italy","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","17.6",""
"5 portions or more","Italy","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","7.4",""
"5 portions or more","Italy","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","11.0",""
"5 portions or more","Italy","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","8.7",""
"5 portions or more","Italy","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","13.1",""
"5 portions or more","Italy","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","10.4",""
"5 portions or more","Italy","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","15.4",""
"5 portions or more","Cyprus","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","11.0",""
"5 portions or more","Cyprus","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","13.5",""
"5 portions or more","Cyprus","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","15.4",""
"5 portions or more","Cyprus","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","16.9",""
"5 portions or more","Cyprus","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","18.5",""
"5 portions or more","Cyprus","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","20.7",""
"5 portions or more","Cyprus","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","5.5",""
"5 portions or more","Cyprus","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","6.8",""
"5 portions or more","Cyprus","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","6.2",""
"5 portions or more","Cyprus","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","7.2",""
"5 portions or more","Cyprus","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","11.2",""
"5 portions or more","Cyprus","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","9.8",""
"5 portions or more","Latvia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","7.0",""
"5 portions or more","Latvia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","9.7",""
"5 portions or more","Latvia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","8.6",""
"5 portions or more","Latvia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","12.9",""
"5 portions or more","Latvia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","11.3",""
"5 portions or more","Latvia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","16.2",""
"5 portions or more","Latvia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","3.2",""
"5 portions or more","Latvia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","5.7",""
"5 portions or more","Latvia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","4.5",""
"5 portions or more","Latvia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","6.7",""
"5 portions or more","Latvia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","9.4",""
"5 portions or more","Latvia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","12.9",""
"5 portions or more","Lithuania","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","11.8",""
"5 portions or more","Lithuania","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","10.5",""
"5 portions or more","Lithuania","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","11.0",""
"5 portions or more","Lithuania","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","15.2",""
"5 portions or more","Lithuania","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","14.0",""
"5 portions or more","Lithuania","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","20.0",""
"5 portions or more","Lithuania","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","10.9",""
"5 portions or more","Lithuania","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","12.3",""
"5 portions or more","Lithuania","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","11.9",""
"5 portions or more","Lithuania","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","17.3",""
"5 portions or more","Lithuania","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","14.5",""
"5 portions or more","Lithuania","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","22.4",""
"5 portions or more","Luxembourg","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","11.6",""
"5 portions or more","Luxembourg","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","16.9",""
"5 portions or more","Luxembourg","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","10.7",""
"5 portions or more","Luxembourg","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","18.4",""
"5 portions or more","Luxembourg","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","13.3",""
"5 portions or more","Luxembourg","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","21.5",""
"5 portions or more","Luxembourg","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","9.1",""
"5 portions or more","Luxembourg","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","13.6",""
"5 portions or more","Luxembourg","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","8.2",""
"5 portions or more","Luxembourg","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","13.4",""
"5 portions or more","Luxembourg","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","12.7",""
"5 portions or more","Luxembourg","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","21.6",""
"5 portions or more","Hungary","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","6.6",""
"5 portions or more","Hungary","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","9.3",""
"5 portions or more","Hungary","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","7.6",""
"5 portions or more","Hungary","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","13.0",""
"5 portions or more","Hungary","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","9.9",""
"5 portions or more","Hungary","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","13.1",""
"5 portions or more","Hungary","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","4.8",""
"5 portions or more","Hungary","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","5.9",""
"5 portions or more","Hungary","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","7.0",""
"5 portions or more","Hungary","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","8.6",""
"5 portions or more","Hungary","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","8.5",""
"5 portions or more","Hungary","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","12.8",""
"5 portions or more","Malta","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","12.8",""
"5 portions or more","Malta","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","18.3",""
"5 portions or more","Malta","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","12.3",""
"5 portions or more","Malta","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","21.2",""
"5 portions or more","Malta","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","16.3",""
"5 portions or more","Malta","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","26.7",""
"5 portions or more","Malta","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","7.4",""
"5 portions or more","Malta","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","11.3",""
"5 portions or more","Malta","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","9.1",""
"5 portions or more","Malta","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","13.1",""
"5 portions or more","Malta","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","13.1",""
"5 portions or more","Malta","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","19.9",""
"5 portions or more","Netherlands","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","19.0",""
"5 portions or more","Netherlands","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","25.1",""
"5 portions or more","Netherlands","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","19.0",""
"5 portions or more","Netherlands","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","27.2",""
"5 portions or more","Netherlands","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","27.7",""
"5 portions or more","Netherlands","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","35.9",""
"5 portions or more","Netherlands","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","24.7",""
"5 portions or more","Netherlands","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","25.8",""
"5 portions or more","Netherlands","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","23.9",""
"5 portions or more","Netherlands","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","27.8",""
"5 portions or more","Netherlands","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","34.7",""
"5 portions or more","Netherlands","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","41.3",""
"5 portions or more","Austria","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","5.4",""
"5 portions or more","Austria","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","7.8",""
"5 portions or more","Austria","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","3.7",""
"5 portions or more","Austria","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","9.7",""
"5 portions or more","Austria","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","4.1",""
"5 portions or more","Austria","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","13.7",""
"5 portions or more","Austria","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","3.4",""
"5 portions or more","Austria","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","4.1",""
"5 portions or more","Austria","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","3.2",""
"5 portions or more","Austria","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","6.2",""
"5 portions or more","Austria","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","5.0",""
"5 portions or more","Austria","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","11.8",""
"5 portions or more","Poland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","6.6",""
"5 portions or more","Poland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","7.4",""
"5 portions or more","Poland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","7.3",""
"5 portions or more","Poland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","11.6",""
"5 portions or more","Poland","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","11.8",""
"5 portions or more","Poland","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","15.7",""
"5 portions or more","Poland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","3.7",""
"5 portions or more","Poland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","5.5",""
"5 portions or more","Poland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","6.5",""
"5 portions or more","Poland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","9.6",""
"5 portions or more","Poland","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","7.8",""
"5 portions or more","Poland","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","15.6",""
"5 portions or more","Portugal","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","14.6",""
"5 portions or more","Portugal","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","17.0",""
"5 portions or more","Portugal","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","13.8",""
"5 portions or more","Portugal","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","22.0",""
"5 portions or more","Portugal","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","19.9",""
"5 portions or more","Portugal","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","32.0",""
"5 portions or more","Portugal","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","11.7",""
"5 portions or more","Portugal","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","13.7",""
"5 portions or more","Portugal","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","10.6",""
"5 portions or more","Portugal","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","13.3",""
"5 portions or more","Portugal","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","15.3",""
"5 portions or more","Portugal","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","26.7",""
"5 portions or more","Romania","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","2.3",""
"5 portions or more","Romania","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","2.9",""
"5 portions or more","Romania","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","2.9",""
"5 portions or more","Romania","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","4.1",""
"5 portions or more","Romania","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","4.5",""
"5 portions or more","Romania","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","6.5",""
"5 portions or more","Romania","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","1.8",""
"5 portions or more","Romania","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","1.7",""
"5 portions or more","Romania","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","1.7",""
"5 portions or more","Romania","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","3.1",""
"5 portions or more","Romania","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","3.6",""
"5 portions or more","Romania","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","4.4",""
"5 portions or more","Slovenia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","9.2",""
"5 portions or more","Slovenia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","6.9",""
"5 portions or more","Slovenia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","4.9",""
"5 portions or more","Slovenia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","9.0",""
"5 portions or more","Slovenia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","5.8",""
"5 portions or more","Slovenia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","11.8",""
"5 portions or more","Slovenia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","3.0",""
"5 portions or more","Slovenia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","5.4",""
"5 portions or more","Slovenia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","3.1",""
"5 portions or more","Slovenia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","5.7",""
"5 portions or more","Slovenia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","3.6",""
"5 portions or more","Slovenia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","8.2",""
"5 portions or more","Slovakia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","5.7",""
"5 portions or more","Slovakia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","11.2",""
"5 portions or more","Slovakia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","8.3",""
"5 portions or more","Slovakia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","13.6",""
"5 portions or more","Slovakia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","8.3",""
"5 portions or more","Slovakia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","15.2",""
"5 portions or more","Slovakia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","5.6",""
"5 portions or more","Slovakia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","6.4",""
"5 portions or more","Slovakia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","6.8",""
"5 portions or more","Slovakia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","10.2",""
"5 portions or more","Slovakia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","8.8",""
"5 portions or more","Slovakia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","10.7",""
"5 portions or more","Finland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","6.1",""
"5 portions or more","Finland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","12.1",""
"5 portions or more","Finland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","5.5",""
"5 portions or more","Finland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","15.7",""
"5 portions or more","Finland","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","7.8",""
"5 portions or more","Finland","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","23.2",""
"5 portions or more","Finland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","9.1",""
"5 portions or more","Finland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","13.8",""
"5 portions or more","Finland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","6.7",""
"5 portions or more","Finland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","18.3",""
"5 portions or more","Finland","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","9.5",""
"5 portions or more","Finland","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","21.3",""
"5 portions or more","Sweden","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","6.0",""
"5 portions or more","Sweden","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","8.1",""
"5 portions or more","Sweden","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","4.1",""
"5 portions or more","Sweden","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","12.4",""
"5 portions or more","Sweden","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","7.9",""
"5 portions or more","Sweden","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","15.4",""
"5 portions or more","Sweden","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","5.0",""
"5 portions or more","Sweden","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","8.2",""
"5 portions or more","Sweden","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","3.6",""
"5 portions or more","Sweden","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","9.4",""
"5 portions or more","Sweden","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","5.4",""
"5 portions or more","Sweden","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","13.3",""
"5 portions or more","Iceland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","8.7",""
"5 portions or more","Iceland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","10.9",""
"5 portions or more","Iceland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","4.7",""
"5 portions or more","Iceland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","13.5",""
"5 portions or more","Iceland","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","5.9",""
"5 portions or more","Iceland","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","17.0",""
"5 portions or more","Iceland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","7.9",""
"5 portions or more","Iceland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","8.0",""
"5 portions or more","Iceland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","6.2",""
"5 portions or more","Iceland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","8.4",""
"5 portions or more","Iceland","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","6.9",""
"5 portions or more","Iceland","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","16.1",""
"5 portions or more","Norway","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","3.4",""
"5 portions or more","Norway","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","5.0",""
"5 portions or more","Norway","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","4.4",""
"5 portions or more","Norway","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","7.9",""
"5 portions or more","Norway","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","6.3",""
"5 portions or more","Norway","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","10.9",""
"5 portions or more","Norway","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","3.7",""
"5 portions or more","Norway","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","7.5",""
"5 portions or more","Norway","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","6.0",""
"5 portions or more","Norway","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","9.6",""
"5 portions or more","Norway","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","7.3",""
"5 portions or more","Norway","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","14.7",""
"5 portions or more","United Kingdom","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","18.4",""
"5 portions or more","United Kingdom","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","29.0",""
"5 portions or more","United Kingdom","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","24.9",""
"5 portions or more","United Kingdom","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","36.4",""
"5 portions or more","United Kingdom","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","33.2",""
"5 portions or more","United Kingdom","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","47.1",""
"5 portions or more","United Kingdom","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total",":",""
"5 portions or more","United Kingdom","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total",":",""
"5 portions or more","United Kingdom","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total",":",""
"5 portions or more","United Kingdom","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total",":",""
"5 portions or more","United Kingdom","Percentage","2019","Tertiary education (levels 5-8)","Males","Total",":",""
"5 portions or more","United Kingdom","Percentage","2019","Tertiary education (levels 5-8)","Females","Total",":",""
"5 portions or more","Serbia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total",":",""
"5 portions or more","Serbia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total",":",""
"5 portions or more","Serbia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total",":",""
"5 portions or more","Serbia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total",":",""
"5 portions or more","Serbia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total",":",""
"5 portions or more","Serbia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total",":",""
